N°	Maintenance Type	Printer	Line	PM to be done at JT	MACHINE TIME	JET TIME	PM Ecart JT	Effective PM date	Next PM	Next Jet Time	NEXT DATE	mois prevu	Année prévue	
1507	4800h	N3A13263	Line107	0	"22,900"	"20,707"		11/1/13		"25,507"				
1506	2400h	N3A13263	Line107	19624	"22,900"	"20,707"		11/1/13		"21,907"				
1508	1200h	N3A13825	Line21	14245	"16,632"	"14,283"	38	11/1/13		"15,483"				
1462	4800h	N3A13296	Line113	0	"28,112"	"24,024"		10/31/13		"28,512"				
1503	2400h	N3A13554	Line71	20043	"21,742"	"20,105"	62	10/31/13		"21,305"				
1505	4800h	N3A13238	Line17	0	"18,965"	"14,638"		10/31/13		"19,438"				
1504	2400h	N3A13238	Line17	14377	"18,965"	"14,638"	261	10/31/13		"15,838"				
1466	4800h	N3A13565	Line98	0	"25,003"	"19,502"		10/30/13		"24,446"				
1465	2400h	N3A13565	Line98	19396	"25,003"	"19,502"	106	10/30/13		"20,702"				
1461	2400h	N3A13551	Line193	0	"14,198"	"12,523"		10/30/13		"13,723"				
1460	1200h	N3A13564	Line193	8274	"10,020"	"8,670"	396	10/30/13		"9,600"				
1459	1200h	N3A13718	Line105	18069	"20,073"	"19,163"		10/29/13		"20,363"				
1458	2400h	N3A13527	Line193	0	"17,426"	"8,751"		10/29/13		"9,951"				
1463	4800h	AS0000090359	Line193	0	"10,252"	"8,523"		10/29/13		"13,627"				
1464	2400h	AS0000090359	Line193	8472	"10,252"	"8,523"	51	10/29/13		"9,723"				
1471	4800h	N3A13720	Line67	0	"27,870"	"25,979"		10/28/13		"30,779"				
1470	2400h	N3A13720	Line67	26182	"27,870"	"25,979"	-203	10/28/13		"27,179"				
1468	4800h	N3A13491	Line112		"27,568"	"25,460"		10/28/13		"30,260"				
1469	2400h	N3A13491	Line112	25433	"27,568"	"25,460"	27	10/28/13		"26,660"				
1467	4800h	N3A13554	Line71	0	"21,676"	"20,042"		10/28/13		"25,800"				
1473	4800h	N3A13556	Line13	0	"25,845"	"19,466"		10/28/13		"24,843"				
1472	2400h	N3A13556	Line13	18716	"25,845"	"19,466"		10/28/13		"20,666"				
1457	1200h	N3A13560	Line132	11435	"14,197"	"11,435"	0	10/28/13		"12,635"				
1474	4800h	N3A13426	Line33	0	"11,664"	"9,514"		10/27/13		"14,594"				
1475	2400h	N3A13426	Line33	8676	"11,664"	"9,514"		10/27/13		"10,714"				
1476	4800h	AS0000090363	Line2	0	"18,129"	"12,948"		10/26/13		"19,341"				
1456	1200h	AS0000090363	Line2	12636	"18,129"	"12,948"	312	10/26/13		"14,148"				
1455	1200h	N3A13719	Line94	17382	"19,933"	"17,454"	72	10/25/13		"18,654"				
1477	4800h	N3A13253	Line29	0	"28,293"	"23,098"		10/24/13		"27,898"				
1451	1200h	N3A13253	Line29	22960	"28,293"	"23,098"	138	10/24/13		"24,298"				
1513	1200h	N3A13558	Line119	17990	"21,477"	"17,990"	0	10/24/13		"19,190"				
1454	2400h	N3A13497	Line16	16551	"22,636"	"16,618"	67	10/24/13		"17,818"				
1597	4800h	N3A13218	Line213	0	"12,257"	"11,055"		10/24/13		"16,450"				
1596	1200h	N3A13218	Line213	10696	"12,257"	"11,055"	359	10/24/13		"12,255"				
1478	4800h	N3A13420	Line99	0	"24,356"	"21,571"		10/23/13		"27,121"				
1479	4800h	N3A13555	Line49	0	"13,802"	"12,746"		10/21/13		"18,828"				
1502	4800h	N3A13299	Line103	0	"15,394"	"13,560"		10/20/13		"15,894"				
1483	4800h	N3A13266	Line142	0	"28,534"	"22,033"		10/19/13		"4,800"				
1452	1200h	N3A13498	Line193	18021	"21,815"	"18,119"	98	10/19/13		"19,319"				
1482	4800h	N3A13487	Line1	0	"20,536"	"17,731"		10/19/13		"23,604"				
1501	4800h	N3A13823	Line63	0	"8,146"	"5,825"		10/18/13		"10,571"				
1453	1200h	N3A13298	Line15	22763	"26,922"	"22,759"	-4	10/14/13		"23,959"				
1450	2400h	N3A13296	Line113	23651	"27,793"	"23,712"	61	10/10/13		"24,912"				
1449	1200h	N3A13490	Line73	22108	"24,872"	"22,464"	356	10/10/13		"23,664"				
1481	4800h	N3A13550	Line203	0	"24,722"	"22,184"		10/10/13		"27,074"				
1480	2400h	N3A13550	Line203	21535	"24,722"	"22,184"		10/10/13		"23,384"				
1448	1200h	N3A13724	Line193	10065	"17,162"	"9,715"	-350	10/10/13		"10,915"				
1447	2400h	N3A13300	Line97	16400	"18,820"	"16,513"	113	10/9/13		"17,713"				
1446	1200h	N3A13487	Line1	17402	"20,282"	"17,477"	75	10/8/13		"18,677"				
1519	2400h	N3A13511	Line193	11400	"25,416"	"11,564"	164	10/7/13		"12,764"				
1444	2400h	N3A13561	Line193	16252	"14,603"	"12,955"		10/5/13		"14,155"				
1443	1200h	N3A13321	Line77	19617	"24,686"	"20,496"		10/4/13		"21,696"				
1442	2400h	N3A13319	Line68	12953	"13,919"	"12,898"	-55	10/4/13		"14,098"				
1441	1200h	N3A13418	Line89	11198	"21,586"	"11,410"	212	10/4/13		"12,610"				
1485	4800h	N3A13421	Line193	0	"27,614"	"22,134"		10/2/13		"27,240"				
1484	2400h	N3A13421	Line193	21831	"27,614"	"22,134"	303	10/2/13		"23,334"				
1486	4800h	N3A13566	Line92	0	"21,165"	"18,237"		10/2/13		"23,275"				
1487	2400h	N3A13566	Line92	17794	"21,165"	"18,237"	443	10/2/13		"19,437"				
1440	2400h	N3A13332	Line86	13778	"27,049"	"13,829"	51	10/2/13		"15,029"				
1437	2400h	N3A13245	Line75	20724	"26,197"	"20,783"	59	10/1/13		"21,983"				
1436	1200h	AS0000090362	Line30	12413	"13,879"	"12,549"	136	10/1/13		"13,749"				
1578	4800h	N3A13245	Line75	0	"27,506"	"22,008"		9/30/13		"27,192"				
1577	1200h	N3A13245	Line75	21983	"27,506"	"22,008"	25	9/30/13		"23,208"				
1445	1200h	N3A13247	Line211	20031	"27,258"	"20,010"	-21	9/30/13		"21,210"				
1435	2400h	N3A13315	Line193	12341	"13,755"	"12,400"	59	9/30/13		"13,600"				
1434	1200h	N3A13555	Line49	12150	"13,294"	"12,238"	88	9/30/13		"13,438"	 			
1439	1200h	N3A13254	Line37	22311	"28,150"	"22,360"	49	9/29/13		"23,600"				
1432	1200h	N3A13249	Line10	19142	"23,142"	"19,196"	54	9/27/13		"20,396"				
1433	1200h	N3A13272	Line193	15166	"17,356"	"15,116"	-50	9/27/13		"16,316"				
1431	1200h	N3A13310	Line9	25683	"27,288"	"25,672"	-11	9/26/13		"26,872"				
1430	1200h	N3A13495	Line204	8386	"8,994"	"8,410"	24	9/26/13		"9,600"				
1428	1200h	N3A13420	Line99	20806	"23,686"	"20,910"	104	9/25/13		"22,110"				
1429	2400h	N3A13823	Line63	5173	"7,601"	"5,283"	110	9/25/13		"6,483"				
1426	1200h	N3A13266	Line193	21553	"27,940"	"21,454"	-99	9/24/13		"22,654"				
1427	2400h	N3A13210	Line193	20779	"23,802"	"20,927"	148	9/24/13		"22,127"				
1424	1200h	N3A13721	Line44	18209	"22,780"	"18,279"	79	9/23/13		"19,479"				
1489	4800h	N3A13313	Line76	0	"27,882"	"25,487"		9/22/13		"30,090"				
1488	2400h	N3A13313	Line76	25007	"27,882"	"25,487"		9/22/13		"26,687"				
1496	4800h	N3A13318	Line202	0	"27,972"	"25,184"		9/22/13		"31,004"				
1495	2400h	N3A13318	Line202	24852	"27,972"	"25,184"	332	9/22/13		"26,384"				
1570	4800h	N3A13294	Line202	0	"25,749"	"23,422"		9/22/13		"29,163"				
1569	2400h	N3A13294	Line202	23099	"25,749"	"23,422"	323	9/22/13		"24,622"				
1491	4800h	N3A13429	Line70	0	"27,941"	"22,007"		9/22/13		"26,881"				
1490	2400h	N3A13429	Line70	21804	"27,941"	"22,007"	203	9/22/13		"23,207"				
1494	4800h	N3A13260	Line19	0	"20,385"	"20,385"		9/22/13		"25,299"				
1419	2400h	N3A13260	Line19	20209	"20,385"	"20,385"		9/22/13		"25,978"				
1418	1200h	N3A13262	Line65	18784	"24,859"	"18,917"	133	9/22/13		"20,117"				
1493	4800h	N3A13293	Line4	0	"22,725"	"18,322"		9/22/13		"23,236"				
1492	2400h	N3A13293	Line4	18104	"22,725"	"18,322"	218	9/22/13		"19,522"				
1425	2400h	N3A13299	Line103	12758	"14,708"	"12,911"	153	9/22/13		"14,683"				
1422	1200h	N3A13207	Line80	21927	"23,719"	"21,964"	37	9/21/13		"23,164"				
1423	1200h	N3A13268	Line193	16068	"26,380"	"16,054"	-14	9/21/13		"17,300"				
1421	2400h	N3A13489	Line56	14033	"23,537"	"14,075"	42	9/20/13		"15,275"				
1420	1200h	N3A13716	Line193	11266	"21,351"	"11,615"	349	9/20/13		"12,815"				
1415	2400h	N3A13525	Line51	0	"27,648"	"23,099"		9/19/13		"24,299"				
1414	2400h	N3A13428	Line212	15001	"27,253"	"15,073"	72	9/19/13		"16,273"				
1500	4800h	N3A13557	Line57	0	"17,184"	"12,962"		9/19/13		"17,830"				
1413	2400h	N3A13251	Line193	21965	"24,160"	"22,031"	66	9/18/13		"23,231"				
1499	4800h	N3A13267	Line52	0	"25,212"	"20,843"		9/18/13		"25,959"				
1498	2400h	N3A13267	Line52	20541	"25,212"	"20,843"	302	9/18/13		"22,043"				
1416	1200h	N3A13549	Line78	18370	"22,680"	"18,470"	100	9/18/13		"19,670"				
1412	2400h	N3A13559	Line8	17619	"20,675"	"17,613"	-6	9/18/13		"18,813"				
1411	1200h	N3A13547	Line193	13258	"15,502"	"13,370"	112	9/18/13		"14,570"				
1410	1200h	N3A13424	Line205	21152	"27,239"	"21,182"	30	9/17/13		"22,382"				
1417	1200h	N3A13417	Line206	20125	"25,342"	"20,144"	19	9/17/13		"21,344"				
1409	2400h	N3A13289	Line193	22735	"25,663"	"22,804"	69	9/14/13		"24,004"				
1406	1200h	N3A13819	Line215	18910	"20,548"	"18,979"	69	9/12/13		"20,179"				
1407	1200h	N3A13553	Line31	11747	"15,827"	"11,765"	18	9/12/13		"12,965"				
1497	4800h	N3A13298	Line15	0	"26,135"	"21,944"		9/10/13		"26,359"				
1404	2400h	N3A13488	Line58	21666	"25,727"	"21,695"	29	9/9/13		"23,417"				
1403	1200h	N3A13427	Line23	21600	"26,224"	"21,636"	36	9/8/13		"22,836"				
1405	1200h	N3A13554	Line71	18476	"20,470"	"18,843"	367	9/8/13		"20,043"				
1408	1200h	N3A13491	Line71	23634	"26,337"	"24,233"		9/7/13		"25,433"				
1401	4000h	N3A13273	Line64	17620	"26,282"	"21,262"		9/7/13		"26,359"				
1400	4000h	N3A13718	Line105	17880	"18,820"	"17,919"	39	9/7/13		"22,990"				
1402	2400h	AS0000090361	Line209	14609	"16,475"	"14,702"	93	9/7/13		"15,902"				
1395	2400h	N3A13722	Line11	16489	"18,135"	"16,607"	118	9/6/13		"17,807"				
1396	2400h	N3A13560	Line132	10235	"12,958"	"10,235"	0	9/6/13		"11,435"				
1397	1200h	N3A13291	Line60	18548	"23,411"	"18,941"	393	9/5/13		"20,141"				
1393	1200h	N3A13565	Line98	17694	"23,695"	"18,196"		9/5/13		"19,396"				
1398	2400h	N3A13557	Line57	12642	"16,857"	"12,641"	-1	9/5/13		"13,841"				
1391	1200h	N3A13314	Line20	19058		"19,243"	185	9/3/13		"20,443"				
1389	7800h	N3A13724	Line193	0	"16,269"	"8,865"		9/3/13		"18,395"				
1390	2400h	N3A13724	Line193	8435	"16,269"	"8,865"	430	9/3/13		"10,065"				
1392	2400h	N3A13719	Line94	16192	"18,660"	"16,182"	-10	9/2/13		"17,382"				
1388	2400h	N3A13551	Line193	10886	"12,825"	"11,153"	267	9/2/13		"12,353"				
1384	1200h	N3A13238	Line17	12871	"17,502"	"13,177"	306	9/1/13		"14,377"				
1385	4000h	AS0000090362	Line30	11764	"13,151"	"11,882"	118	9/1/13		"16,639"				
1382	1200h	AS0000090359	Line193	7155	"8,866"	"7,272"	117	8/31/13		"8,472"				
1383	2400h	N3A13209	Line193	15189	"23,545"	"15,357"	168	8/30/13		"16,400"				
1381	1200h	N3A13422	Line12	12016	"18,326"	"12,328"	312	8/30/13		"13,528"				
1377	2400h	N3A13253	Line193	20925	"26,945"	"21,760"		8/26/13		"22,960"				
1379	1200h	N3A13497	Line16	14814	"21,213"	"15,351"		8/26/13		"16,551"				
1378	4000h	N3A13725	Line61	12857	"20,325"	"13,138"	281	8/26/13		"17,173"				
1374	2400h	N3A13248	Line38	22430	"27,332"	"22,740"	310	8/25/13		"23,940"				
1380	2400h	N3A13259	Line50	19461	"24,803"	"19,497"	36	8/25/13		"20,697"				
1375	2400h	N3A13558	Line119	16790	"20,052"	"16,790"	0	8/25/13		"17,990"				
1372	2400h	N3A13298	Line15	21583	"25,725"	"21,563"	-20	8/24/13		"22,763"				
1373	7800h	AS0000090363	Line2	0	"16,597"	"11,436"		8/24/13		"1,517"				
1371	4000h	N3A13496	Line81	18713	"24,638"	"22,101"		8/23/13		"5,272"				
1370	2400h	AS0000090363	Line2	10477	"16,597"	"11,436"		8/23/13		"12,636"				
1376	2400h	N3A13511	Line193	10372	"23,800"	"10,200"	-172	8/23/13		"11,400"				
1368	2400h	N3A13498	Line193	16866	"20,496"	"16,821"	-45	8/22/13		"18,021"				
1369	2400h	N3A13217	Line213	6433	"10,245"	"9,027"		8/22/13		"10,227"				
1366	1200h	N3A13296	Line113	22353	"26,529"	"22,451"	98	8/17/13		"23,651"				
1365	1200h	N3A13319	Line68	11602	"12,771"	"11,753"	151	8/17/13		"12,953"				
1363	2400h	N3A13487	Line1	15998	"18,978"	"16,202"	204	8/15/13		"17,402"				
1364	1200h	N3A13300	Line97	15159	"17,543"	"15,200"	41	8/15/13		"16,400"				
1367	1200h	N3A13561	Line193	15040	"16,694"	"15,052"	12	8/15/13		"16,252"				
1386	7800h	N3A13496	Line81	0	"24,543"	"22,042"		8/14/13		"10,247"				
1387	2400h	N3A13496	Line81	21709	"24,543"	"22,042"	333	8/14/13		"23,242"				
1362	2400h	N3A13825	Line21	10451	"14,996"	"13,045"		8/14/13		"14,245"				
1360	1200h	N3A13720	Line67	23953	"25,901"	"24,082"	-129	8/7/13		"26,182"				
1357	2400h	N3A13272	Line193	14470	"16,147"	"13,966"		8/7/13		"15,166"				
1359	2400h	AS0000090362	Line30	11160	"12,539"	"11,213"	53	8/7/13		"12,413"				
1358	2400h	N3A13555	Line49	10943	"12,000"	"10,950"	7	8/7/13		"12,150"				
1438	2400h	N3A13254	Line37	21058	"26,888"	"21,111"	53	8/6/13		"22,311"				
1356	1200h	N3A13245	Line75	19458	"24,879"	"19,524"	66	8/6/13		"20,724"				
1399	1200h	N3A13552	Line28	13257	"20,224"	"13,738"		8/6/13		"14,938"				
1361	1200h	N3A13315	Line193	19646	"12,411"	"11,141"		8/6/13		"12,341"				
1354	7800h	N3A13490	Line73	0	"23,295"	"20,908"		8/5/13		"30,235"				
1353	2400h	N3A13490	Line73	20814	"23,295"	"20,908"	94	8/5/13		"22,108"				
1352	2400h	N3A13266	Line193	20335	"26,791"	"20,353"	18	8/5/13		"21,553"				
1350	1200h	N3A13550	Line203	20267	"22,944"	"20,335"	68	8/3/13		"21,535"				
1355	1200h	N3A13556	Line13	17474	"23,758"	"17,516"	42	8/3/13		"18,716"				
1348	4000h	N3A13310	Line9	23673	"26,082"	"24,483"		8/2/13		"26,483"				
1349	2400h	N3A13310	Line9	23956	"26,082"	"24,483"		8/2/13		"25,683"				
1351	2400h	N3A13564	Line69	5596	"8,014"	"7,074"		8/2/13		"8,274"				
1346	2400h	N3A13420	Line99	19470	"22,376"	"19,606"	136	8/1/13		"20,806"				
1345	2400h	N3A13249	Line10	17122	"21,839"	"17,942"		8/1/13		"19,142"				
1344	4000h	N3A13249	Line10	17922	"21,839"	"17,942"	20	8/1/13		"22,791"				
1343	1200h	N3A13332	Line86	12548	"25,703"	"12,578"	30	8/1/13		"13,778"				
1347	1200h	N3A13823	Line63	4093	"6,287"	"3,973"	-120	8/1/13		"5,173"				
1342	2000h	N3A13207	Line80	20591	"22,562"	"20,774"	183	7/31/13		"23,574"				
1337	2000h	N3A13313	Line76	24166	"26,605"	"24,332"	166	7/29/13		"26,332"				
1341	2400h	N3A13207	Line80	20513	"22,478"	"20,727"	214	7/29/13		"21,927"				
1340	1200h	N3A13210	Line193	19531	"22,441"	"19,579"	48	7/29/13		"20,779"				
1338	2000h	N3A13426	Line33	7358	"9,425"	"7,476"	118	7/29/13		"9,476"				
1339	1200h	N3A13426	Line33	7490	"9,425"	"7,476"	-14	7/29/13		"8,676"				
1336	2400h	N3A13262	Line65	17474	"23,456"	"17,584"	110	7/28/13		"18,784"				
1335	1200h	N3A13489	Line56	12834	"22,236"	"12,833"	-1	7/27/13		"14,033"				
1334	1200h	N3A13299	Line103	11535	"13,349"	"11,558"	23	7/27/13		"12,758"				
1332	1200h	N3A13263	Line107	18336	"20,548"	"18,424"	88	7/26/13		"19,624"				
1330	1200h	N3A13559	Line8	16418	"19,390"	"16,419"	1	7/26/13		"17,619"				
1329	4000h	N3A13722	Line11	15594	"17,187"	"15,668"	74	7/26/13		"20,236"				
1328	2000h	N3A13498	Line193	16140	"19,882"	"16,299"	159	7/25/13		"21,719"				
1331	2400h	N3A13268	Line193	14867	"25,139"	"14,868"	1	7/25/13		"16,068"				
1333	4000h	N3A13418	Line89	10175	"20,028"	"10,198"	23	7/25/13		"15,498"				
1326	2400h	N3A13718	Line105	16739	"17,755"	"16,869"	130	7/24/13		"18,069"				
1325	2400h	N3A13495	Line204	7125	"7,643"	"7,186"	61	7/24/13		"8,386"				
1312	1200h	N3A13289	Line193	21415	"24,362"	"21,535"	120	7/22/13		"22,735"				
1313	1200h	N3A13421	Line193	20604	"25,883"	"20,631"	27	7/22/13		"21,831"				
1320	1200h	N3A13273	Line64	20281	"25,275"	"20,281"	0	7/22/13		"21,481"				
1316	2400h	N3A13417	Line206	18917	"24,118"	"18,925"	8	7/22/13		"20,125"				
1321	4000h	N3A13251	Line193	20228	"22,848"	"20,765"		7/21/13		"25,547"				
1322	1200h	N3A13251	Line193	21120	"22,848"	"20,765"	-355	7/21/13		"21,965"				
1315	1200h	N3A13429	Line70	20596	"26,440"	"20,604"	8	7/21/13		"21,804"				
1317	2400h	N3A13424	Line205	19944	"26,006"	"19,952"	8	7/21/13		"21,152"				
1319	1200h	N3A13260	Line19	19021	"23,294"	"19,009"	-12	7/21/13		"20,209"				
1324	2400h	N3A13721	Line44	16812	"21,449"	"17,009"	197	7/21/13		"18,209"				
1314	1200h	N3A13566	Line92	16456	"19,432"	"16,594"	138	7/21/13		"17,794"				
1323	2400h	N3A13553	Line31	0	"14,607"	"10,547"		7/21/13		"11,747"				
1310	1200h	N3A13318	Line202	23694	"26,430"	"23,652"	-42	7/20/13		"24,852"				
1311	1200h	N3A13294	Line18	21946	"24,216"	"21,899"	-47	7/20/13		"23,099"				
1327	1200h	N3A13488	Line58	20135	"24,495"	"20,466"	331	7/19/13		"21,666"				
1318	1200h	N3A13293	Line4	16929	"21,242"	"16,904"	-25	7/19/13		"18,104"				
1309	4000h	N3A13209	Line193	13749	"22,531"	"14,342"		7/19/13		"20,226"				
1308	1200h	N3A13725	Line61	12418	"19,248"	"12,539"	121	7/19/13		"13,739"				
1307	1200h	N3A13428	Line212	13820	"25,887"	"13,801"	-19	7/18/13		"15,001"				
1303	7800h	N3A13418	Line89	0	"19,859"	"10,140"		7/18/13		"20,501"				
1306	2400h	N3A13819	Line215	17655	"19,193"	"17,710"	55	7/17/13		"18,910"				
1304	4000h	N3A13716	Line193	10532	"19,811"	"10,506"	-26	7/17/13		"15,413"				
1300	1200h	N3A13267	Line52	19302	"23,679"	"19,341"	39	7/16/13		"20,541"				
1305	1200h	N3A13560	Line132	9020	"11,731"	"9,035"	15	7/16/13		"10,235"				
1297	2400h	N3A13427	Line23	20358	"24,918"	"20,400"	42	7/15/13		"21,600"				
1298	2000h	N3A13550	Line203	19722	"22,491"	"19,883"	161	7/15/13		"21,883"				
1299	4000h	N3A13210	Line193	19147	"22,106"	"19,265"	118	7/15/13		"23,353"				
1296	1200h	N3A13557	Line142	11437	"15,598"	"11,442"	5	7/15/13		"12,642"				
1293	2400h	N3A13549	Line78	17126	"21,340"	"17,170"	44	7/13/13		"18,370"				
1301	2000h	N3A13250	Line193	15050	"23,502"	"15,116"	66	7/13/13		"18,110"				
1295	1200h	N3A13719	Line94	15002	"17,432"	"14,992"	-10	7/13/13		"16,192"				
1291	2000h	N3A13262	Line65	17248	"23,142"	"17,268"	20	7/12/13		"22,517"				
1294	1200h	AS0000090361	Line209	13418	"15,134"	"13,409"	-9	7/12/13		"14,609"				
1292	2400h	N3A13418	Line89	10032	"19,718"	"9,998"	-34	7/12/13		"11,198"				
1288	1200h	N3A13722	Line11	15061	"16,814"	"15,289"	228	7/10/13		"16,489"				
1282	1200h	N3A13313	Line76	23706	"26,076"	"23,807"	101	7/7/13		"25,007"				
1286	2000h	N3A13429	Line70	20211	"26,093"	"20,270"	59	7/7/13		"22,270"				
1289	2000h	N3A13238	Line17	12106	"16,377"	"12,169"	63	7/7/13		"14,169"				
1283	2000h	N3A13299	Line103	10972	"12,873"	"11,094"	122	7/7/13		"13,094"				
1281	2000h	N3A13294	Line202	21339	"23,877"	"21,561"	222	7/6/13		"23,561"				
1285	2000h	N3A13267	Line52	18866	"23,447"	"19,110"	244	7/6/13		"21,110"				
1279	2000h	N3A13260	Line19	18359	"22,891"	"18,609"	250	7/5/13		"20,609"				
1280	1200h	N3A13558	Line119	15603	"18,844"	"15,590"	-13	7/5/13		"16,790"				
1302	1200h	N3A13259	Line50	0	"23,556"	"18,261"		7/4/13		"19,461"				
1284	7800h	N3A13250	Line193	0	"23,317"	"15,087"		7/4/13		"23,073"				
1290	1200h	N3A13250	Line193	15006	"23,317"	"15,087"	81	7/4/13		"16,287"				
1287	1200h	N3A13209	Line193	13979	"22,177"	"13,989"	10	7/4/13		"15,189"				
1276	1200h	N3A13298	Line15	20948	"24,538"	"20,383"		7/3/13		"21,583"				
1275	2000h	N3A13491	Line112	22657	"24,721"	"22,734"	77	7/1/13		"24,734"				
1274	4000h	N3A13561	Line193	14022	"15,621"	"14,022"	0	7/1/13		"15,355"				
1268	2000h	N3A13720	Line67	22832	"24,993"	"23,220"	388	6/30/13		"25,220"				
1269	2400h	N3A13554	Line71	17225	"18,795"	"17,276"	51	6/30/13		"18,476"				
1270	2000h	N3A13556	Line13	16707	"22,990"	"16,775"	68	6/30/13		"18,775"				
1273	1200h	N3A13551	Line193	9524	"11,283"	"9,686"	162	6/30/13		"10,886"				
1266	1200h	N3A13498	Line193	15340	"19,192"	"15,666"	326	6/26/13		"16,866"				
1271	7800h	N3A13422	Line12	0	"16,782"	"10,816"		6/26/13		"21,454"				
1272	2400h	N3A13422	Line12	10859	"16,782"	"10,816"	-43	6/26/13		"12,016"				
1265	4000h	N3A13553	Line31	9733	"14,010"	"9,952"	219	6/26/13		"14,752"				
1264	2400h	N3A13296	Line113	20246	"26,025"	"21,153"		6/25/13		"22,353"				
1260	4000h	N3A13422	Line12	10723	"16,735"	"10,772"	49	6/25/13		"16,233"				
1261	1200h	N3A13248	Line38	21271	"25,819"	"21,230"	-41	6/24/13		"22,430"				
1254	2000h	N3A13420	Line99	18710	"21,479"	"18,745"	35	6/24/13		"19,053"				
1267	2400h	AS0000090359	Line193	5860	"7,336"	"5,955"	95	6/24/13		"7,155"				
1250	2000h	N3A13293	Line4	15782	"20,542"	"16,216"	434	6/23/13		"18,216"				
1255	2000h	N3A13566	Line92	15328	"18,778"	"15,947"		6/23/13		"17,947"				
1253	4000h	N3A13559	Line8	15419	"18,605"	"15,635"	216	6/23/13		"20,181"				
1257	2000h	N3A13248	Line38	20889	"25,796"	"21,209"	320	6/22/13		"25,604"				
1258	2000h	N3A13488	Line58	19198	"23,846"	"19,817"		6/22/13		"24,617"				
1249	4000h	N3A13321	Line77	18797	"23,263"	"19,083"	286	6/22/13		"24,315"				
1251	2400h	N3A13565	Line98	16503	"21,900"	"16,494"	-9	6/22/13		"17,694"				
1252	2400h	N3A13561	Line193	13840	"15,437"	"13,840"	0	6/22/13		"15,040"				
1263	2000h	N3A13296	Line113	21046	"26,025"	"21,153"	107	6/21/13		"23,153"				
1259	2000h	N3A13254	Line37	19434	"25,784"	"20,003"		6/21/13		"24,800"				
1247	2400h	N3A13300	Line97	10983	"16,274"	"13,959"		6/21/13		"15,159"				
1248	4000h	N3A13300	Line97	12687	"16,274"	"13,959"		6/21/13		"18,913"				
1256	7800h	N3A13716	Line193	0	"19,192"	"10,106"		6/21/13		"20,216"				
1246	4000h	N3A13489	Line56	11726	"21,344"	"11,944"	218	6/20/13		"16,744"				
1244	7800h	N3A13319	Line68	0	"11,417"	"10,402"		6/19/13		"20,269"				
1242	4000h	N3A13319	Line68	0	"11,417"	"10,402"		6/19/13		"15,352"				
1243	2400h	N3A13319	Line68	9191	"11,417"	"10,402"		6/19/13		"11,602"				
1245	2400h	N3A13716	Line193	10065	"19,150"	"10,066"	1	6/19/13		"11,266"				
1241	2400h	N3A13491	Line112	22337	"24,419"	"22,434"	97	6/18/13		"23,634"				
1236	2000h	N3A13245	Line75	18274	"23,719"	"18,391"	117	6/18/13		"20,391"				
1240	4000h	N3A13552	Line28	12281	"18,489"	"12,368"	87	6/18/13		"17,396"				
1237	4000h	N3A13315	Line193	9571	"11,267"	"10,061"		6/18/13		"15,195"				
1238	2000h	N3A13247	Line211	18070	"25,272"	"18,904"		6/17/13		"23,610"				
1234	4000h	N3A13332	Line86	11280	"24,626"	"11,520"	240	6/17/13		"16,469"				
1239	2000h	N3A13527	Line193	6099	"14,273"	"7,282"		6/17/13		"11,151"				
1235	2400h	N3A13238	Line17	11306	"15,875"	"11,671"	365	6/16/13		"12,871"				
1229	1200h	N3A13254	Line37	19852	"25,638"	"19,858"	6	6/15/13		"21,058"				
1231	2000h	N3A13266	Line193	19170	"25,580"	"19,156"	-14	6/15/13		"21,156"				
1230	1200h	N3A13487	Line1	14796	"17,530"	"14,798"	2	6/15/13		"15,998"				
1232	2000h	N3A13487	Line1	15115	"17,530"	"14,798"	-317	6/15/13		"16,798"				
1227	1200h	N3A13266	Line193	19140	"25,559"	"19,135"	-5	6/14/13		"20,335"				
1233	4000h	N3A13272	Line193	0	"14,878"	"12,807"		6/14/13		"8,028"				
1228	1200h	N3A13555	Line49	9759	"10,752"	"9,743"	-16	6/14/13		"10,943"				
1225	2000h	N3A13289	Line193	20854	"23,536"	"20,740"	-114	6/12/13		"22,740"				
1219	2400h	N3A13245	Line75	18114	"23,586"	"18,258"	144	6/12/13		"19,458"				
1220	2400h	N3A13297	Line193	12746	"15,656"	"12,730"	-16	6/12/13	1200h	"13,930"	3/19/13	3	2013	
1226	1200h	AS0000090362	Line30	8670	"11,256"	"9,960"		6/12/13		"11,160"				
1216	2400h	N3A13528	Line43	7149	"18,109"	"7,156"	7	6/12/13		"8,400"				
